return_id,order_item_id,return_date,reason,refund_amount
2462,45638,2025-10-25,Wrong item,426.55
2463,45674,2025-10-25,Defective,209.0
2464,43197,2025-10-25,Defective,119.0
2465,46070,2025-10-25,Not as described,798.15
2466,43475,2025-10-25,Not as described,219.0
2467,44302,2025-10-25,Changed mind,343.48
2468,45689,2025-10-25,Wrong item,449.0
2469,43181,2025-10-25,Defective,2621.05
2470,45022,2025-10-26,Defective,208.05
2471,45806,2025-10-26,Size/fit issue,359.1
2472,44713,2025-10-26,Defective,426.55
2473,43360,2025-10-26,Not as described,1529.0
2474,44790,2025-10-26,Defective,674.1
2475,43544,2025-10-26,Not as described,2710.65
2476,43724,2025-10-27,Late delivery,153.3
2477,43939,2025-10-27,Defective,639.0
2478,43464,2025-10-27,Changed mind,366.8
2479,44548,2025-10-27,Size/fit issue,369.0
2480,43329,2025-10-28,Size/fit issue,381.65
2481,43655,2025-10-28,Size/fit issue,219.0
2482,46457,2025-10-28,Changed mind,686.97
2483,45928,2025-10-28,Not as described,1377.0
2484,43256,2025-10-28,Size/fit issue,404.1
2485,46236,2025-10-29,Defective,431.1
2486,46536,2025-10-30,Size/fit issue,449.0
2487,46460,2025-10-30,Size/fit issue,8939.0
2488,45357,2025-10-30,Not as described,404.1
2489,46167,2025-10-30,Defective,898.0
2490,45237,2025-10-30,Changed mind,169.29
2491,46134,2025-10-30,Not as described,755.65
2492,45781,2025-10-30,Changed mind,1646.1
2493,46844,2025-10-31,Changed mind,296.1
2494,45760,2025-10-31,Size/fit issue,1376.1
2495,44807,2025-11-01,Changed mind,137.97
2496,45610,2025-11-01,Changed mind,314.1
2497,46220,2025-11-01,Size/fit issue,7578.0
2498,46014,2025-11-01,Defective,407.15
2499,44417,2025-11-01,Size/fit issue,483.55
2500,44083,2025-11-01,Changed mind,404.1
2501,44855,2025-11-02,Defective,1623.55
2502,45398,2025-11-02,Size/fit issue,1419.0
2503,45637,2025-11-02,Changed mind,404.1
2504,44217,2025-11-02,Changed mind,794.3
2505,46040,2025-11-02,Size/fit issue,449.0
2506,44354,2025-11-02,Defective,709.0
2507,45931,2025-11-02,Changed mind,1769.0
2508,44080,2025-11-03,Late delivery,449.0
2509,44244,2025-11-03,Changed mind,343.48
2510,46507,2025-11-03,Defective,559.0
2511,44145,2025-11-03,Defective,214.2
2512,43918,2025-11-03,Changed mind,4985.1
2513,46075,2025-11-03,Changed mind,686.97
2514,45737,2025-11-04,Size/fit issue,889.0
2515,45624,2025-11-04,Size/fit issue,431.1
2516,46087,2025-11-04,Late delivery,459.0
2517,44056,2025-11-04,Size/fit issue,865.3
2518,47030,2025-11-04,Size/fit issue,399.0
2519,46408,2025-11-04,Defective,1414.55
2520,46722,2025-11-04,Not as described,311.2
2521,44066,2025-11-04,Changed mind,1351.89
2522,45411,2025-11-05,Defective,2183.1
2523,44672,2025-11-05,Size/fit issue,449.0
2524,44813,2025-11-05,Changed mind,1212.3
2525,46366,2025-11-05,Defective,208.05
2526,46219,2025-11-05,Defective,449.0
2527,44494,2025-11-05,Size/fit issue,1149.0
2528,47083,2025-11-05,Size/fit issue,449.0
2529,44359,2025-11-05,Defective,206.1
2530,44396,2025-11-05,Defective,4966.2
2531,46902,2025-11-06,Size/fit issue,312.55
2532,46165,2025-11-06,Wrong item,836.1
2533,47227,2025-11-06,Changed mind,359.1
2534,47438,2025-11-06,Changed mind,3117.69
2535,47009,2025-11-06,Changed mind,206.1
2536,46529,2025-11-07,Changed mind,1646.1
2537,45065,2025-11-07,Defective,219.0
2538,44385,2025-11-07,Wrong item,853.1
2539,46884,2025-11-07,Changed mind,494.1
2540,45238,2025-11-07,Changed mind,177.39
2541,46627,2025-11-08,Wrong item,376.2
2542,44919,2025-11-08,Not as described,230.3
2543,47735,2025-11-08,Size/fit issue,4318.0
2544,47283,2025-11-08,Not as described,309.0
2545,44743,2025-11-08,Not as described,1091.55
2546,47576,2025-11-08,Changed mind,708.8
2547,47249,2025-11-09,Defective,449.0
2548,47392,2025-11-09,Size/fit issue,1520.65
2549,45406,2025-11-09,Changed mind,266.49
2550,46393,2025-11-09,Defective,2870.1
2551,44617,2025-11-09,Defective,404.1
2552,45763,2025-11-10,Size/fit issue,449.0
2553,48089,2025-11-10,Size/fit issue,800.1
2554,46382,2025-11-10,Wrong item,426.55
2555,47046,2025-11-10,Size/fit issue,5579.1
2556,44909,2025-11-10,Wrong item,314.3
2557,45786,2025-11-11,Wrong item,1953.3
2558,45010,2025-11-11,Not as described,359.2
2559,46431,2025-11-11,Not as described,483.55
2560,47152,2025-11-12,Size/fit issue,898.0
2561,46277,2025-11-12,Changed mind,1085.54
2562,45921,2025-11-12,Size/fit issue,808.2
2563,45123,2025-11-12,Size/fit issue,314.3
2564,45382,2025-11-12,Changed mind,363.69
2565,45696,2025-11-12,Changed mind,764.1
2566,47031,2025-11-12,Defective,627.0
2567,48265,2025-11-13,Defective,455.05
2568,47855,2025-11-13,Wrong item,449.65
2569,48022,2025-11-13,Size/fit issue,1347.0
2570,45776,2025-11-13,Defective,1554.65
2571,48038,2025-11-13,Not as described,1109.0
2572,48132,2025-11-13,Size/fit issue,449.0
2573,45908,2025-11-14,Defective,219.0
2574,47345,2025-11-14,Late delivery,890.1
2575,45297,2025-11-14,Not as described,1529.0
2576,47445,2025-11-14,Defective,429.0
2577,46058,2025-11-14,Changed mind,1646.1
2578,46111,2025-11-15,Defective,449.0
2579,45586,2025-11-15,Defective,1780.2
2580,46524,2025-11-15,Defective,898.0
2581,45436,2025-11-15,Changed mind,548.1
2582,46184,2025-11-16,Changed mind,197.1
2583,48071,2025-11-16,Size/fit issue,1089.0
2584,46153,2025-11-16,Size/fit issue,1838.0
2585,48255,2025-11-16,Wrong item,197.1
2586,45626,2025-11-16,Changed mind,5445.27
2587,47130,2025-11-16,Late delivery,449.0
2588,46107,2025-11-16,Size/fit issue,376.2
2589,46613,2025-11-16,Changed mind,144.99
2590,48893,2025-11-16,Defective,359.2
2591,47117,2025-11-17,Not as described,440.3
2592,47903,2025-11-17,Defective,4197.1
2593,48546,2025-11-17,Defective,657.0
2594,48391,2025-11-17,Late delivery,664.05
2595,48607,2025-11-17,Size/fit issue,6949.0
2596,48380,2025-11-17,Not as described,1034.1
2597,48937,2025-11-18,Changed mind,351.14
2598,48502,2025-11-18,Changed mind,727.38
2599,47361,2025-11-18,Wrong item,919.0
2600,45779,2025-11-18,Not as described,2183.1
2601,46735,2025-11-18,Size/fit issue,99368.1
2602,48111,2025-11-18,Size/fit issue,2097.0
2603,48806,2025-11-18,Not as described,989.0
2604,48605,2025-11-19,Defective,449.0
2605,46986,2025-11-19,Defective,207.2
2606,47741,2025-11-19,Size/fit issue,449.0
2607,49361,2025-11-19,Defective,679.2
2608,46257,2025-11-19,Defective,1689.1
2609,46117,2025-11-19,Wrong item,709.0
2610,47579,2025-11-19,Size/fit issue,350.4
2611,46966,2025-11-19,Changed mind,159.89
2612,48953,2025-11-20,Defective,329.0
2613,46777,2025-11-20,Not as described,1279.65
2614,48163,2025-11-20,Size/fit issue,359.2
2615,48808,2025-11-20,Changed mind,197.1
2616,46211,2025-11-20,Changed mind,404.1
2617,47016,2025-11-20,Defective,381.65
2618,48195,2025-11-20,Size/fit issue,208.05
2619,49137,2025-11-20,Not as described,219.0
2620,46021,2025-11-20,Size/fit issue,209.0
2621,47491,2025-11-20,Not as described,449.0
2622,48686,2025-11-21,Size/fit issue,209.0
2623,47002,2025-11-21,Not as described,219.0
2624,46252,2025-11-21,Size/fit issue,754.2
2625,48153,2025-11-21,Defective,898.0
2626,49498,2025-11-21,Size/fit issue,246.05
2627,49496,2025-11-21,Not as described,455.05
2628,48662,2025-11-21,Size/fit issue,449.0
2629,46109,2025-11-21,Size/fit issue,409.0
2630,46495,2025-11-21,Late delivery,449.0
2631,49225,2025-11-21,Size/fit issue,359.2
2632,46768,2025-11-21,Not as described,209.0
2633,48114,2025-11-22,Defective,107.1
2634,48859,2025-11-22,Size/fit issue,732.9
2635,47348,2025-11-22,Changed mind,845.6
2636,49240,2025-11-22,Not as described,889.0
2637,46607,2025-11-22,Defective,209.0
2638,47875,2025-11-22,Size/fit issue,5925.6
2639,49413,2025-11-22,Late delivery,404.1
2640,48658,2025-11-23,Not as described,827.1
2641,48539,2025-11-23,Changed mind,383.9
2642,48336,2025-11-23,Wrong item,826.2
2643,48541,2025-11-23,Not as described,381.65
2644,47003,2025-11-23,Size/fit issue,459.0
2645,48115,2025-11-23,Wrong item,1149.0
2646,48907,2025-11-23,Defective,404.1
2647,46583,2025-11-23,Defective,1218.0
2648,49713,2025-11-23,Not as described,233.1
2649,46620,2025-11-24,Size/fit issue,1077.6
2650,49101,2025-11-24,Changed mind,1316.88
2651,48676,2025-11-24,Defective,431.1
2652,49028,2025-11-24,Not as described,449.0
2653,49230,2025-11-25,Defective,607.2
2654,48372,2025-11-25,Size/fit issue,426.55
2655,46809,2025-11-25,Late delivery,898.0
2656,48711,2025-11-25,Changed mind,998.1
2657,48705,2025-11-25,Size/fit issue,449.0
2658,46672,2025-11-25,Changed mind,5021.19
2659,48407,2025-11-25,Not as described,1174.6
2660,50005,2025-11-25,Size/fit issue,329.0
2661,49449,2025-11-25,Defective,349.0
2662,47508,2025-11-26,Not as described,998.1
2663,49507,2025-11-26,Changed mind,404.1
2664,47705,2025-11-26,Defective,1527.0
2665,49069,2025-11-26,Not as described,186.15
2666,49768,2025-11-26,Changed mind,214.2
2667,48335,2025-11-26,Size/fit issue,721.05
2668,46855,2025-11-26,Defective,449.0
2669,47486,2025-11-27,Changed mind,350.1
2670,47878,2025-11-27,Wrong item,1222.65
2671,50034,2025-11-27,Defective,219.0
2672,49893,2025-11-27,Size/fit issue,449.0
2673,47375,2025-11-27,Changed mind,2201.58
2674,49355,2025-11-27,Changed mind,3366.99
2675,50375,2025-11-27,Defective,449.0
2676,48454,2025-11-28,Changed mind,233.1
2677,48660,2025-11-28,Not as described,3464.1
2678,49979,2025-11-28,Defective,449.0
2679,50213,2025-11-28,Size/fit issue,247.2
2680,47278,2025-11-28,Not as described,6199.0
2681,47165,2025-11-28,Changed mind,214.2
2682,50444,2025-11-28,Late delivery,449.0
2683,47839,2025-11-28,Size/fit issue,1240.15
2684,49510,2025-11-29,Size/fit issue,998.1
2685,50394,2025-11-29,Wrong item,1709.0
2686,49777,2025-11-29,Size/fit issue,1359.0
2687,50675,2025-11-29,Not as described,233.1
2688,47628,2025-11-29,Defective,449.0
2689,49560,2025-11-29,Defective,246.05
2690,48761,2025-11-29,Late delivery,449.0
2691,48990,2025-11-29,Changed mind,2792.07
2692,49573,2025-11-29,Size/fit issue,449.0
2693,48879,2025-11-29,Defective,426.55
2694,49650,2025-11-30,Changed mind,404.1
2695,47641,2025-11-30,Changed mind,128.88
2696,50206,2025-11-30,Changed mind,404.1
2697,49310,2025-11-30,Size/fit issue,219.0
2698,50106,2025-11-30,Wrong item,219.0
2699,47945,2025-11-30,Not as described,718.4
2700,50069,2025-11-30,Size/fit issue,399.0
2701,47294,2025-11-30,Not as described,1359.0
2702,49928,2025-11-30,Late delivery,449.0
2703,48158,2025-12-01,Size/fit issue,698.0
2704,49390,2025-12-01,Changed mind,233.1
2705,49842,2025-12-01,Size/fit issue,359.2
2706,47661,2025-12-01,Late delivery,449.0
2707,48200,2025-12-01,Size/fit issue,219.0
2708,47814,2025-12-01,Changed mind,862.2
2709,50419,2025-12-02,Defective,6999.0
2710,50129,2025-12-02,Size/fit issue,818.0
2711,48055,2025-12-02,Changed mind,1304.1
2712,48563,2025-12-02,Not as described,416.1
2713,49396,2025-12-02,Defective,2209.0
2714,50207,2025-12-02,Late delivery,404.1
2715,50457,2025-12-02,Defective,329.0
2716,48712,2025-12-02,Not as described,381.65
2717,50729,2025-12-02,Changed mind,363.69
2718,48760,2025-12-02,Defective,459.0
2719,47989,2025-12-03,Defective,388.55
2720,49298,2025-12-03,Late delivery,919.0
2721,50843,2025-12-03,Size/fit issue,967.1
2722,49775,2025-12-03,Changed mind,404.1
2723,48833,2025-12-03,Wrong item,658.0
2724,48849,2025-12-03,Not as described,1619.1
2725,48877,2025-12-03,Changed mind,1504.98
2726,50788,2025-12-03,Not as described,312.55
2727,48467,2025-12-03,Changed mind,383.9
2728,50756,2025-12-03,Changed mind,296.1
2729,48540,2025-12-04,Wrong item,449.0
2730,50159,2025-12-04,Size/fit issue,426.55
2731,51379,2025-12-04,Defective,197.1
2732,51320,2025-12-04,Size/fit issue,578.55
2733,48791,2025-12-05,Not as described,1212.3
2734,50179,2025-12-05,Size/fit issue,449.0
2735,51283,2025-12-05,Size/fit issue,711.55
2736,48338,2025-12-05,Wrong item,1838.0
2737,51271,2025-12-05,Not as described,873.05
2738,51184,2025-12-05,Size/fit issue,246.05
2739,48197,2025-12-06,Not as described,449.0
2740,51105,2025-12-06,Defective,5499.0
2741,50528,2025-12-06,Not as described,269.0
2742,51131,2025-12-06,Not as described,898.0
2743,49401,2025-12-06,Not as described,449.0
2744,49009,2025-12-06,Defective,459.0
2745,49204,2025-12-06,Changed mind,387.99
2746,50004,2025-12-06,Changed mind,282.87
2747,51404,2025-12-07,Changed mind,296.1
2748,50186,2025-12-07,Defective,709.0
2749,51600,2025-12-07,Changed mind,22814.1
2750,49466,2025-12-07,Not as described,418.0
2751,48346,2025-12-07,Size/fit issue,449.0
2752,50373,2025-12-07,Not as described,219.0
2753,50368,2025-12-07,Wrong item,404.1
2754,50677,2025-12-07,Defective,449.0
2755,49508,2025-12-08,Size/fit issue,449.0
2756,50065,2025-12-08,Changed mind,1304.1
2757,49033,2025-12-09,Wrong item,449.0
2758,49907,2025-12-09,Size/fit issue,1527.0
2759,49934,2025-12-09,Defective,438.0
2760,49163,2025-12-09,Defective,3169.0
2761,50804,2025-12-09,Defective,564.3
2762,50535,2025-12-09,Not as described,459.0
2763,49982,2025-12-09,Defective,426.55
2764,49108,2025-12-09,Size/fit issue,1149.0
2765,48657,2025-12-10,Wrong item,887.2
2766,51551,2025-12-10,Not as described,639.0
2767,51002,2025-12-10,Size/fit issue,1212.3
2768,49201,2025-12-10,Wrong item,9118.0
2769,50826,2025-12-11,Not as described,449.0
2770,50405,2025-12-11,Not as described,177.65
2771,51546,2025-12-11,Defective,11158.2
2772,50273,2025-12-11,Changed mind,6235.38
2773,49808,2025-12-11,Late delivery,279.65
2774,50407,2025-12-11,Defective,175.2
2775,49821,2025-12-11,Changed mind,827.1
2776,50888,2025-12-11,Not as described,804.3
2777,50877,2025-12-12,Not as described,3447.0
2778,51907,2025-12-12,Not as described,2759.0
2779,51701,2025-12-12,Changed mind,383.9
2780,49193,2025-12-12,Changed mind,404.1
2781,50519,2025-12-12,Size/fit issue,230.3
2782,52410,2025-12-12,Size/fit issue,419.0
2783,52199,2025-12-12,Not as described,2757.0
2784,52071,2025-12-13,Size/fit issue,763.3
2785,49891,2025-12-13,Changed mind,2626.2
2786,49464,2025-12-13,Defective,1569.0
2787,51547,2025-12-13,Defective,409.0
2788,52439,2025-12-13,Size/fit issue,479.0
2789,50710,2025-12-13,Defective,416.1
2790,51771,2025-12-13,Not as described,1429.0
2791,52174,2025-12-13,Size/fit issue,1221.45
2792,49314,2025-12-13,Wrong item,399.0
2793,49955,2025-12-13,Late delivery,381.65
2794,49863,2025-12-13,Changed mind,404.1
2795,49147,2025-12-13,Not as described,259.0
2796,50757,2025-12-14,Changed mind,343.48
2797,50203,2025-12-14,Defective,329.0
2798,52074,2025-12-14,Changed mind,387.99
2799,49836,2025-12-14,Not as described,572.6
2800,50174,2025-12-14,Wrong item,449.0
2801,49180,2025-12-14,Size/fit issue,198.55
2802,51804,2025-12-14,Late delivery,898.0
2803,50161,2025-12-14,Size/fit issue,503.1
2804,50064,2025-12-14,Changed mind,727.38
2805,50758,2025-12-14,Wrong item,636.65
2806,51037,2025-12-14,Changed mind,413.1
2807,50884,2025-12-15,Not as described,426.55
2808,49594,2025-12-15,Changed mind,592.2
2809,50727,2025-12-15,Not as described,219.0
2810,49892,2025-12-15,Not as described,359.2
2811,50617,2025-12-15,Not as described,198736.2
2812,50724,2025-12-15,Changed mind,452.79
2813,51034,2025-12-15,Changed mind,930.69
2814,51210,2025-12-15,Wrong item,10114.15
2815,51090,2025-12-15,Changed mind,404.1
2816,50564,2025-12-16,Changed mind,282.87
2817,49557,2025-12-16,Defective,595.65
2818,49549,2025-12-16,Not as described,699.0
2819,50986,2025-12-16,Changed mind,808.2
2820,49669,2025-12-16,Size/fit issue,759.0
2821,51674,2025-12-16,Defective,1212.3
2822,53087,2025-12-16,Not as described,359.2
2823,52933,2025-12-16,Defective,381.65
2824,52630,2025-12-17,Not as described,312.55
2825,51501,2025-12-17,Late delivery,381.65
2826,52164,2025-12-17,Changed mind,404.1
2827,52210,2025-12-17,Defective,219.0
2828,51019,2025-12-18,Size/fit issue,764.1
2829,49762,2025-12-18,Size/fit issue,5889.05
2830,52332,2025-12-18,Defective,599.0
2831,49739,2025-12-18,Defective,873.05
2832,52380,2025-12-18,Changed mind,1457.19
2833,52823,2025-12-18,Not as described,188.1
2834,52085,2025-12-18,Not as described,483.55
2835,52167,2025-12-18,Size/fit issue,418.0
2836,50634,2025-12-18,Changed mind,1258.2
2837,51247,2025-12-18,Wrong item,359.2
2838,52421,2025-12-19,Not as described,1347.0
2839,53080,2025-12-19,Late delivery,5579.1
2840,52528,2025-12-19,Size/fit issue,449.0
2841,52707,2025-12-20,Size/fit issue,479.0
2842,53397,2025-12-20,Size/fit issue,359.2
2843,53643,2025-12-20,Defective,219.0
2844,53329,2025-12-20,Defective,829.0
2845,53203,2025-12-20,Defective,359.2
2846,50453,2025-12-20,Not as described,829.0
2847,52781,2025-12-20,Size/fit issue,197.1
2848,51715,2025-12-21,Not as described,449.0
2849,51367,2025-12-21,Not as described,359.1
2850,53500,2025-12-21,Size/fit issue,426.55
2851,52776,2025-12-21,Not as described,449.0
2852,50925,2025-12-21,Defective,389.0
2853,51530,2025-12-21,Not as described,763.3
2854,51531,2025-12-21,Changed mind,503.1
2855,52297,2025-12-21,Size/fit issue,359.2
2856,52352,2025-12-22,Wrong item,312.55
2857,53882,2025-12-22,Changed mind,1100.88
2858,52027,2025-12-22,Late delivery,827.1
2859,50934,2025-12-22,Defective,548.1
2860,50222,2025-12-22,Late delivery,404.1
2861,53689,2025-12-22,Size/fit issue,219.0
2862,51359,2025-12-22,Not as described,808.2
2863,50950,2025-12-22,Not as described,937.65
2864,50517,2025-12-22,Defective,1070.3
2865,51791,2025-12-23,Size/fit issue,359.2
2866,53932,2025-12-23,Size/fit issue,381.65
2867,52754,2025-12-23,Changed mind,251.68
2868,53624,2025-12-23,Defective,1291.05
2869,50827,2025-12-24,Defective,939.55
2870,52954,2025-12-24,Wrong item,919.0
2871,50999,2025-12-24,Size/fit issue,381.65
2872,50576,2025-12-24,Not as described,368.1
2873,53917,2025-12-24,Size/fit issue,1018.0
2874,50635,2025-12-24,Defective,449.0
2875,51368,2025-12-24,Changed mind,575.1
2876,53873,2025-12-24,Not as described,459.0
2877,51539,2025-12-25,Changed mind,531.36
2878,53339,2025-12-25,Size/fit issue,1188.3
2879,51954,2025-12-25,Changed mind,383.9
2880,53980,2025-12-25,Not as described,329.0
2881,51883,2025-12-25,Not as described,2032.05
2882,51041,2025-12-25,Changed mind,617.76
2883,53272,2025-12-25,Defective,449.0
2884,52065,2025-12-26,Changed mind,350.1
2885,50984,2025-12-26,Defective,426.55
2886,53193,2025-12-26,Wrong item,416.1
2887,51818,2025-12-26,Not as described,839.0
2888,52170,2025-12-26,Defective,438.0
2889,51139,2025-12-26,Changed mind,404.1
2890,51808,2025-12-26,Late delivery,531.05
2891,53817,2025-12-26,Size/fit issue,1969.0
2892,52685,2025-12-26,Not as described,219.0
2893,53972,2025-12-27,Late delivery,698.0
2894,53477,2025-12-27,Size/fit issue,2068.2
2895,52494,2025-12-27,Defective,449.0
2896,53963,2025-12-27,Defective,1291.05
2897,53661,2025-12-27,Size/fit issue,749.0
2898,52526,2025-12-27,Defective,296.1
2899,52177,2025-12-27,Size/fit issue,709.0
2900,53002,2025-12-27,Wrong item,898.0
2901,52301,2025-12-28,Late delivery,381.65
2902,51520,2025-12-28,Size/fit issue,2757.0
2903,51080,2025-12-28,Changed mind,2022.3
2904,51133,2025-12-28,Changed mind,1862.1
2905,51664,2025-12-28,Defective,1091.55
2906,52676,2025-12-28,Defective,183.2
2907,51154,2025-12-28,Wrong item,449.0
2908,52768,2025-12-28,Defective,449.0
2909,52962,2025-12-28,Size/fit issue,479.0
2910,52881,2025-12-29,Changed mind,431.1
2911,52934,2025-12-29,Defective,1149.0
2912,53918,2025-12-29,Changed mind,215.1
2913,52451,2025-12-29,Not as described,808.2
2914,52275,2025-12-29,Wrong item,327.2
2915,52579,2025-12-29,Defective,3109.0
2916,52715,2025-12-29,Late delivery,449.0
2917,51484,2025-12-29,Not as described,449.0
2918,52571,2025-12-30,Defective,381.65
2919,52214,2025-12-30,Size/fit issue,689.0
2920,51605,2025-12-30,Changed mind,736.29
2921,51815,2025-12-30,Defective,186.15
2922,54002,2025-12-30,Wrong item,186.15
2923,53008,2025-12-30,Changed mind,5003.28
2924,51757,2025-12-30,Size/fit issue,197.1
2925,51675,2025-12-31,Late delivery,404.1
2926,52888,2025-12-31,Wrong item,409.0
2927,53177,2025-12-31,Not as described,229.0
2928,53923,2025-12-31,Defective,198736.2
2929,53998,2025-12-31,Size/fit issue,359.2
2930,52145,2025-12-31,Not as described,296.1
2931,53805,2025-12-31,Not as described,449.0
2932,53593,2025-12-31,Not as described,1829.0
2933,53195,2025-12-31,Changed mind,674.1
2934,52091,2025-12-31,Defective,919.0
2935,53436,2025-12-31,Not as described,2538.0
2936,52997,2025-12-31,Size/fit issue,449.0
2937,52081,2025-12-31,Size/fit issue,449.0
2938,52876,2025-12-31,Changed mind,383.9
2939,53488,2025-12-31,Changed mind,664.2
2940,53793,2025-12-31,Wrong item,449.0
2941,53438,2025-12-31,Defective,449.0
2942,52654,2025-12-31,Size/fit issue,1018.0
2943,53554,2025-12-31,Not as described,1091.55
2944,53762,2025-12-31,Late delivery,647.2
2945,53995,2025-12-31,Not as described,306.6
2946,53992,2025-12-31,Changed mind,404.1
2947,54012,2025-12-31,Changed mind,363.69
2948,53284,2025-12-31,Changed mind,383.9
2949,53428,2025-12-31,Changed mind,1034.1
2950,53420,2025-12-31,Changed mind,404.1
2951,54001,2025-12-31,Size/fit issue,404.1
2952,54018,2025-12-31,Late delivery,1034.1
2953,53049,2025-12-31,Changed mind,727.38
2954,52988,2025-12-31,Wrong item,288.15
2955,52018,2025-12-31,Defective,449.0
2956,52480,2025-12-31,Defective,559.3
2957,53047,2025-12-31,Defective,593.3
2958,53479,2025-12-31,Size/fit issue,808.2
2959,52303,2025-12-31,Size/fit issue,639.0
2960,54010,2025-12-31,Wrong item,208.05
2961,53941,2025-12-31,Defective,14847.3
2962,52471,2025-12-31,Size/fit issue,449.0
2963,53068,2025-12-31,Size/fit issue,349.0
2964,53742,2025-12-31,Not as described,404.1
2965,53099,2025-12-31,Wrong item,186.15
2966,52656,2025-12-31,Defective,312.55
2967,53766,2025-12-31,Defective,404.1
2968,53367,2025-12-31,Wrong item,749.0
2969,53648,2025-12-31,Wrong item,449.0
2970,52689,2025-12-31,Not as described,5518.0
2971,52379,2025-12-31,Wrong item,426.55
2972,53800,2025-12-31,Not as described,449.0
2973,53004,2025-12-31,Defective,404.1
2974,53675,2025-12-31,Changed mind,371.79
2975,53687,2025-12-31,Defective,449.0
2976,53036,2025-12-31,Size/fit issue,426.55
2977,52055,2025-12-31,Wrong item,1669.0
2978,53540,2025-12-31,Size/fit issue,1205.55
2979,53060,2025-12-31,Size/fit issue,449.0
2980,53003,2025-12-31,Defective,509.0
2981,53611,2025-12-31,Size/fit issue,827.1
2982,53293,2025-12-31,Size/fit issue,566.3
2983,53962,2025-12-31,Size/fit issue,5889.05
